MFile 1 2 480
MTrk
0 TimeSig 4/4 24 8
49520 On ch=1 n=53 v=96
49595 On ch=1 n=53 v=0
49600 On ch=1 n=50 v=96
49675 On ch=1 n=50 v=0
49680 On ch=1 n=46 v=96
49755 On ch=1 n=46 v=0
49760 On ch=1 n=34 v=96
49835 On ch=1 n=34 v=0
49840 On ch=1 n=46 v=96
49915 On ch=1 n=46 v=0
49920 On ch=1 n=36 v=96
49921 Par ch=1 c=64 v=0
49922 Par ch=1 c=64 v=127
49995 On ch=1 n=36 v=0
50000 On ch=1 n=43 v=96
50075 On ch=1 n=43 v=0
50080 On ch=1 n=48 v=96
50155 On ch=1 n=48 v=0
50160 On ch=1 n=52 v=96
50235 On ch=1 n=52 v=0
50240 On ch=1 n=55 v=96
50315 On ch=1 n=55 v=0
50320 On ch=1 n=48 v=96
50336 On ch=1 n=52 v=96
50352 On ch=1 n=55 v=96
50368 On ch=1 n=60 v=96
50855 On ch=1 n=48 v=0
50861 On ch=1 n=52 v=0
50868 On ch=1 n=55 v=0
50875 On ch=1 n=60 v=0
50880 On ch=1 n=41 v=96
50881 Par ch=1 c=64 v=0
50882 Par ch=1 c=64 v=127
50955 On ch=1 n=41 v=0
50960 On ch=1 n=48 v=96
51035 On ch=1 n=48 v=0
51040 On ch=1 n=53 v=96
51115 On ch=1 n=53 v=0
51120 On ch=1 n=55 v=96
51195 On ch=1 n=55 v=0
51200 On ch=1 n=57 v=96
51275 On ch=1 n=57 v=0
51280 On ch=1 n=53 v=96
51312 On ch=1 n=57 v=96
51336 On ch=1 n=60 v=96
51355 On ch=1 n=53 v=0
51408 On ch=1 n=65 v=96
51432 On ch=1 n=69 v=96
51456 On ch=1 n=72 v=96
51679 On ch=1 n=72 v=0
51719 On ch=1 n=69 v=0
51751 On ch=1 n=60 v=0
51759 On ch=1 n=65 v=0
51791 On ch=1 n=57 v=0
51840 On ch=1 n=62 v=64
51840 On ch=1 n=65 v=64
51840 On ch=1 n=69 v=64
51841 Par ch=1 c=64 v=0
51842 Par ch=1 c=64 v=127
52751 On ch=1 n=62 v=0
52751 On ch=1 n=65 v=0
52751 On ch=1 n=69 v=0
52800 On ch=1 n=58 v=64
52800 On ch=1 n=65 v=64
52800 On ch=1 n=69 v=64
53711 On ch=1 n=58 v=0
53711 On ch=1 n=65 v=0
53711 On ch=1 n=69 v=0
53760 On ch=1 n=60 v=64
53761 Par ch=1 c=64 v=0
53762 Par ch=1 c=64 v=127
53823 On ch=1 n=64 v=64
53886 On ch=1 n=67 v=64
55198 On ch=1 n=64 v=0
55198 On ch=1 n=67 v=0
55199 On ch=1 n=60 v=0
55200 On ch=1 n=48 v=64
55427 On ch=1 n=48 v=0
55440 On ch=1 n=64 v=64
55608 On ch=1 n=50 v=64
55662 On ch=1 n=57 v=64
55667 On ch=1 n=64 v=0
55680 On ch=1 n=62 v=64
55681 Par ch=1 c=64 v=0
55682 Par ch=1 c=64 v=127
56271 On ch=1 n=62 v=0
56317 On ch=1 n=57 v=0
56327 On ch=1 n=50 v=0
56400 On ch=1 n=46 v=64
56855 On ch=1 n=46 v=0
56880 On ch=1 n=53 v=64
57107 On ch=1 n=53 v=0
57120 On ch=1 n=60 v=64
57347 On ch=1 n=60 v=0
57360 On ch=1 n=58 v=64
57587 On ch=1 n=58 v=0
57600 On ch=1 n=48 v=64
57600 On ch=1 n=60 v=64
57601 Par ch=1 c=64 v=0
57602 Par ch=1 c=64 v=127
58055 On ch=1 n=48 v=0
58055 On ch=1 n=60 v=0
58080 On ch=1 n=55 v=64
58307 On ch=1 n=55 v=0
58320 On ch=1 n=41 v=64
58775 On ch=1 n=41 v=0
58800 On ch=1 n=48 v=64
59027 On ch=1 n=48 v=0
59040 On ch=1 n=40 v=64
59040 On ch=1 n=52 v=64
59267 On ch=1 n=40 v=0
59267 On ch=1 n=52 v=0
59280 On ch=1 n=48 v=64
59507 On ch=1 n=48 v=0
59520 On ch=1 n=57 v=64
59520 On ch=1 n=50 v=64
59521 Par ch=1 c=64 v=0
59522 Par ch=1 c=64 v=127
59747 On ch=1 n=57 v=0
59760 On ch=1 n=53 v=64
59987 On ch=1 n=53 v=0
60000 On ch=1 n=57 v=64
60203 On ch=1 n=50 v=0
60227 On ch=1 n=57 v=0
60240 On ch=1 n=46 v=64
60695 On ch=1 n=46 v=0
60720 On ch=1 n=53 v=64
60947 On ch=1 n=53 v=0
60960 On ch=1 n=60 v=64
61187 On ch=1 n=60 v=0
61200 On ch=1 n=58 v=64
61427 On ch=1 n=58 v=0
61440 On ch=1 n=48 v=64
61440 On ch=1 n=60 v=64
61441 Par ch=1 c=64 v=0
61442 Par ch=1 c=64 v=127
61667 On ch=1 n=48 v=0
61667 On ch=1 n=60 v=0
61680 On ch=1 n=55 v=64
61907 On ch=1 n=55 v=0
61920 On ch=1 n=62 v=64
62147 On ch=1 n=62 v=0
62160 On ch=1 n=65 v=64
62387 On ch=1 n=65 v=0
62400 On ch=1 n=48 v=64
62400 On ch=1 n=60 v=64
62627 On ch=1 n=48 v=0
62627 On ch=1 n=60 v=0
62640 On ch=1 n=55 v=64
63323 On ch=1 n=55 v=0
63360 On ch=1 n=41 v=64
63361 Par ch=1 c=64 v=0
63362 Par ch=1 c=64 v=127
63587 On ch=1 n=41 v=0
63600 On ch=1 n=48 v=64
63827 On ch=1 n=48 v=0
63840 On ch=1 n=53 v=64
64067 On ch=1 n=53 v=0
64080 On ch=1 n=55 v=64
64307 On ch=1 n=55 v=0
64320 On ch=1 n=57 v=64
64547 On ch=1 n=57 v=0
64560 On ch=1 n=53 v=64
64787 On ch=1 n=53 v=0
64800 On ch=1 n=67 v=64
65027 On ch=1 n=67 v=0
65040 On ch=1 n=69 v=64
65267 On ch=1 n=69 v=0
65280 On ch=1 n=65 v=64
65280 On ch=1 n=69 v=64
65280 On ch=1 n=72 v=64
65280 On ch=1 n=76 v=64
65281 Par ch=1 c=64 v=0
65282 Par ch=1 c=64 v=127
67103 On ch=1 n=65 v=0
67103 On ch=1 n=69 v=0
67103 On ch=1 n=72 v=0
67103 On ch=1 n=76 v=0
67200 Par ch=1 c=64 v=0
67201 Meta TrkEnd
TrkEnd
